global_episode,round,trained_side,prefix,completion,valid,attacker_reward,loss
16200,9,attacker,PLAN,UPDATE PATTERN FAIL SPREAD,1,0.1074,-6.9540
16201,9,attacker,ANGRY,HORSE SEE CAR MOVE BOOK FALL BURN,1,0.4027,-6.3682
16202,9,attacker,CHOICE,SPREAD GROW LEADER FAIL,0,1.2198,-7.5102
16203,9,attacker,ANGRY,CROWD BURN BREAK CLOCK,1,0.4000,-6.5688
16204,9,attacker,DEAD,LEADER MOVE SEED FALL SPREAD,0,1.4563,-3.6334
16205,9,attacker,OPTIMAL,KEY BURN FALL SPREAD,1,0.3602,-9.3416
16206,9,attacker,POISON,FAIL SPREAD FALL GROW,1,0.2067,-8.3385
16207,9,attacker,WEAK,HORSE HEAR CORRUPTED NETWORK,1,0.4470,-8.0095
16208,9,attacker,CHOICE,GROW GROW HEAR ENCRYPTED CLEAN WOLF SPREAD,0,1.5160,-6.1990
16209,9,attacker,CLEAN,WOLF BURN FALL HEAR POISON,1,0.3606,-13.8626
16210,9,attacker,TIME,GROW SPREAD FAIL GROW,1,0.5011,-13.3098
16211,9,attacker,ERROR,FAIL GROW SPREAD SPREAD,1,0.5811,-6.9050
16212,9,attacker,OPTIMAL,ENGINE FALL MOVE BRIDGE,1,0.3682,-9.5679
16213,9,attacker,METAL,BURN FALL SEE HEAVY KEY,0,1.2710,-6.8802
16214,9,attacker,STRONG,HORSE FALL BURN WANT HORSE,0,1.5340,-2.8624
16215,9,attacker,RULE,GROW SPREAD SPREAD FAIL SPREAD,0,1.6486,-4.8973
16216,9,attacker,PATTERN,SPREAD FAIL GROW FAIL,1,0.4803,-7.4062
16217,9,attacker,CLEAN,CAT KNOW BROKEN FREE SOLDIER,1,0.3589,-14.5483
16218,9,attacker,ROBOT,FALL SEE CAR ENCODE CORRUPTED SYSTEM BUILD WATER,1,0.2939,-5.0466
16219,9,attacker,WEAK,SOLDIER HEAR FREE COMPLEX INSECT,1,0.4804,-8.2483
16220,9,attacker,CROWD,BURN MOVE CAR GROW FALL,1,0.2239,-15.3867
16221,9,attacker,FAMOUS,CHANCE SPREAD CLOCK GROW,0,1.3603,-7.7215
16222,9,attacker,STRONG,BOOK SPREAD GROW BURN,1,0.3431,-6.0576
16223,9,attacker,SLOW,HORSE RUN FALL BURN,0,1.4212,-4.4975
16224,9,attacker,ANGRY,HORSE HEAR DEAD LEADER,1,0.4057,-7.1017
16225,9,attacker,FREE,CROWD BURN FALL RUN,1,0.3668,-7.0546
16226,9,attacker,COMPUTER,SEE HEAVY TOOL FAIL,1,0.2785,-10.3848
16227,9,attacker,ROBOT,FALL SEE BROKEN COMPUTER,1,0.2890,-5.0997
16228,9,attacker,ROBOT,SEE TOOL FALL BURN,0,1.2024,-3.0230
16229,9,attacker,STRONG,DOG BURN RUN FALL,1,0.3152,-6.0257
16230,9,attacker,ANGRY,HORSE BURN FALL FALL RUN,1,0.6678,-6.1976
16231,9,attacker,FREE,GUARD FALL MOVE SHARP FIRE,1,0.3654,-7.0639
16232,9,attacker,POISON,FALL GROW SPREAD FAIL,1,0.2067,-8.4494
16233,9,attacker,STRONG,WOLF FALL WANT SYSTEM,1,0.3258,-5.9967
16234,9,attacker,FREE,CAT RUN FALL BURN,1,0.3742,-6.7432
16235,9,attacker,ASHAMED,MAN RUN BURN FALL,1,0.4288,-10.4203
16236,9,attacker,DEAD,LEADER BURN FALL SEE WATER,0,1.4390,-3.4079
16237,9,attacker,POWER,GROW SPREAD GROW PLAN,0,1.4681,-4.3740
16238,9,attacker,PLAN,GROW FAIL SPREAD UPDATE TIME,1,0.1729,-6.8564
16239,9,attacker,PATTERN,FAIL GROW SPREAD SPREAD,1,0.5811,-6.7912
16240,9,attacker,ASHAMED,ELDER MOVE COMPUTER BURN,1,0.4454,-10.8373
16241,9,attacker,DEAD,LEADER MOVE CAT FALL,0,1.4577,-3.4192
16242,9,attacker,ELDER,FOLLOW INSECT BURN FALL,1,0.1873,-13.4182
16243,9,attacker,SLOW,CHOICE GROW MEMORY SPREAD,0,1.4707,-4.2628
16244,9,attacker,PLAN,UPDATE POISON GROW FAIL,1,0.2176,-7.0259
16245,9,attacker,ROBOT,UPDATE VAST CHANCE FALL,0,1.3105,-2.9706
16246,9,attacker,ROBOT,FALL SEE WOOD HEAR TIME,1,0.2255,-5.1322
16247,9,attacker,LANGUAGE,GROW SPREAD ENCRYPTED KEY,0,1.3279,-6.9525
16248,9,attacker,STRONG,TOOL BURN FALL GROW,1,0.3274,-6.6916
16249,9,attacker,GUARD,BURN SPREAD SEE CLEAN SMALL WOLF,1,0.2713,-14.7734
16250,9,attacker,ROBOT,FALL SEE DOG FALL,1,0.5134,-4.6489
16251,9,attacker,ROBOT,FALL SEE DIRTY ACTIVE CROWD,1,0.3206,-5.0267
16252,9,attacker,FAST,DOG RUN FOLLOW TRUTH FORGET CHANCE,1,0.3539,-11.9347
16253,9,attacker,ROBOT,FALL SEE DIRTY FREE WOLF,1,0.3301,-5.0973
16254,9,attacker,PLAN,UPDATE COMPLEX SECRET KEY FAIL,1,0.3164,-6.7163
16255,9,attacker,PATTERN,FAIL GROW FAIL SPREAD,1,0.4803,-7.2745
16256,9,attacker,SLOW,NETWORK GROW HEAR PROUD STRANGER,0,1.4639,-4.1439
16257,9,attacker,ERROR,SPREAD FAIL GROW FAIL,1,0.4803,-7.2026
16258,9,attacker,SHARP,FIRE SPREAD BURN FALL,1,0.3094,-8.1103
16259,9,attacker,FREE,GUARD FALL SEE HOME,1,0.3570,-7.4459
16260,9,attacker,ROBOT,FALL HEAR TOOL FAIL,0,1.1781,-3.4255
16261,9,attacker,FOOD,FALL BURN SEE HORSE FALL,0,1.4280,-6.2523
16262,9,attacker,ERROR,SPREAD HEAR FAMOUS SAD SOLDIER GROW,0,1.3505,-4.2650
16263,9,attacker,ROBOT,FALL SEE BOOK HEAR WEAPON,1,0.2006,-5.9983
16264,9,attacker,FREE,DOG FALL BURN BURN,1,0.7465,-6.4853
16265,9,attacker,HAPPY,HORSE BURN FALL WANT DORMANT LEADER,1,0.3510,-9.4909
16266,9,attacker,RULE,SPREAD GROW GROW PLAN SPREAD,0,1.6218,-4.8187
16267,9,attacker,BOOK,SPREAD GROW SPREAD SPREAD,1,0.7576,-11.4667
16268,9,attacker,PLAN,UPDATE PATTERN GROW FAIL,1,0.1152,-7.8458
16269,9,attacker,DEBT,GROW SPREAD CAT GROW,0,1.5229,-4.8314
16270,9,attacker,TRUTH,SPREAD GROW GROW SPREAD,1,0.7811,-9.4229
16271,9,attacker,PLAN,UPDATE ALGORITHM FAIL SPREAD,1,0.1751,-7.6254
16272,9,attacker,ROBOT,FALL HEAR DORMANT TRUSTED SOLDIER,1,0.3312,-5.8676
16273,9,attacker,POISON,GROW FAIL SPREAD SPREAD,1,0.5840,-7.1857
16274,9,attacker,WEAK,CHILD HEAR WATER SPREAD,0,1.4734,-4.4702
16275,9,attacker,POWER,SIGNAL GROW SPREAD SPREAD,0,1.5537,-4.3009
16276,9,attacker,LIE,SPREAD SPREAD MEMORY SPREAD,0,1.7307,-4.1041
16277,9,attacker,ANGRY,DOG FALL SEE BROKEN GUARD,1,0.4046,-7.5447
16278,9,attacker,CONNECTED,INSECT HEAR SYSTEM SPREAD,1,0.3196,-11.4356
16279,9,attacker,ASHAMED,MAN FALL BURN BREAK TOOL,1,0.4246,-12.1736
16280,9,attacker,CLOCK,FALL HEAR PATTERN UPDATE MEMORY,1,0.2063,-10.8286
16281,9,attacker,LANGUAGE,GROW TRUTH SPREAD ACTIVE CAT,0,1.3024,-7.8031
16282,9,attacker,DIRTY,WOLF BURN FALL WANT BOOK,1,0.4418,-12.2765
16283,9,attacker,CORRUPTED,NETWORK HEAR VAST SLOW RULE,0,1.4663,-5.9945
16284,9,attacker,STRONG,CHOICE GROW SPREAD UPDATE COMPLEX KEY,0,1.3231,-3.5568
16285,9,attacker,ROBOT,FALL BREAK ENGINE ENCODE SIMPLE SYSTEM,1,0.2550,-6.6144
16286,9,attacker,NETWORK,SPREAD GROW HEAR ENCRYPTED BORDER SPREAD,1,0.4844,-10.7516
16287,9,attacker,LIE,SPREAD RIVER GROW CAT,0,1.2529,-6.2915
16288,9,attacker,PROUD,STRANGER RUN FALL BURN,1,0.3883,-8.7553
16289,9,attacker,DEAD,LEADER MOVE STONE BURN FALL,0,1.4376,-3.7073
16290,9,attacker,DIRTY,CROWD WANT MOUNTAIN BURN MOVE FIRE RUN,1,0.4235,-12.9607
16291,9,attacker,PATTERN,FAIL SPREAD FAIL GROW,1,0.4803,-7.8301
16292,9,attacker,STRONG,GUARD BURN SEE DULL HEAVY FIRE,1,0.2939,-6.0333
16293,9,attacker,SHARP,FIRE GROW BURN SPREAD,1,0.3059,-8.4311
16294,9,attacker,LIE,GROW SPREAD INSECT CHANCE,0,1.2148,-6.2094
16295,9,attacker,ANGRY,DOG BURN FALL BREAK ENGINE,1,0.3930,-7.7313
16296,9,attacker,HORSE,FALL HEAR LIE BURN,1,0.2074,-20.9536
16297,9,attacker,BIRD,ATTACK DIRTY GUARD FALL,1,0.2710,-17.2780
16298,9,attacker,POISON,FAIL SPREAD GROW GROW,1,0.5773,-7.4303
16299,9,attacker,BIG,FIRE FALL MOVE CORRUPTED COMPUTER,1,0.3077,-8.5819
16300,9,attacker,POISON,GROW SPREAD FAIL GROW,1,0.4856,-7.5589
16301,9,attacker,HAPPY,HORSE RUN CARRY TRUSTED WEAPON FALL,0,1.3229,-5.5767
16302,9,attacker,DEBT,GROW SPREAD FAIL FAIL,0,1.5947,-4.6171
16303,9,attacker,CLOCK,HEAR WATER FAIL SEE AUTOMATED KEY FALL,1,0.2761,-10.6009
16304,9,attacker,CROWD,HEAR SIMPLE CONNECTED KEY,1,0.3025,-15.3106
16305,9,attacker,FREE,CHILD HELP TRAPPED HAPPY DOG,1,0.2860,-8.6477
16306,9,attacker,DEAD,LEADER MOVE HORSE BURN,0,1.4546,-3.4631
16307,9,attacker,ANGRY,HORSE SEE OPTIMAL CAR,1,0.3895,-7.7227
16308,9,attacker,ALGORITHM,FAIL SPREAD GROW FAIL,1,0.4803,-9.0309
16309,9,attacker,MAP,SPREAD FAIL GROW SPREAD,1,0.4824,-11.1709
16310,9,attacker,OBEDIENT,MAN BUILD STONE EAT STRONG WATER FALL RUN,1,0.4089,-9.0667
16311,9,attacker,BOOK,FALL SPREAD GROW SPREAD,1,0.4787,-13.6045
16312,9,attacker,ROBOT,FALL HEAR CLEAN HORSE,1,0.3297,-5.9931
16313,9,attacker,TRUSTED,SOLDIER FALL SPREAD MOVE WEAPON,0,1.3587,-6.8589
16314,9,attacker,CHILD,RUN BREAK SEED FALL,1,0.2096,-16.1087
16315,9,attacker,PLAN,UPDATE SENSOR UPDATE PATTERN,1,0.4366,-5.9964
16316,9,attacker,HAPPY,WOMAN TRUST BROKEN LEADER BREAK SENSOR,1,0.3303,-9.9134
16317,9,attacker,CLOCK,MOVE ENCRYPTED KEY HEAR FREE FREE SEED,1,0.4653,-9.2918
16318,9,attacker,DEBT,SPREAD HORSE HEAR DULL SLOW ROBOT,0,1.3344,-5.6103
16319,9,attacker,STRONG,BIRD MOVE KEY BURN,1,0.3206,-5.2481
16320,9,attacker,SOLDIER,GROW SPREAD SPREAD GROW,1,0.7647,-11.1071
16321,9,attacker,CORRUPTED,SYSTEM FAIL SPREAD GROW,1,0.4934,-10.6861
16322,9,attacker,COMPUTER,FALL FAIL HEAR INSECT,1,0.2041,-9.9095
16323,9,attacker,IDENTITY,GROW SPREAD SPREAD GROW,1,0.7842,-10.9513
16324,9,attacker,SLOW,ROBOT HEAR FOOD FAIL,1,0.4693,-7.6495
16325,9,attacker,ENCRYPTED,MEMORY GROW FAIL SPREAD,1,0.3353,-9.2839
16326,9,attacker,PATTERN,FAIL SPREAD GROW SPREAD,1,0.4895,-7.1923
16327,9,attacker,ANGRY,HORSE RUN FALL RUN,1,0.6586,-6.7300
16328,9,attacker,ANGRY,CHILD BURN BURN SEE BOOK,1,0.6822,-6.6200
16329,9,attacker,ERROR,FAIL SPREAD GROW SPREAD,1,0.4895,-6.0960
16330,9,attacker,SHARP STRANGER,BURN BREAK SMALL DIRTY BOOK,0,1.2925,-3.5288
16331,9,attacker,COMPUTER,FAIL HEAR FREE WOLF UPDATE BROKEN ROBOT,1,0.2808,-9.6099
16332,9,attacker,NETWORK,HEAR COMPLEX DULL SOLDIER,1,0.3165,-11.0501
16333,9,attacker,STRONG,CHILD RUN BURN MOVE GUARD,1,0.3100,-4.9636
16334,9,attacker,TRUTH,SPREAD GROW PATTERN DEBT FREE CAT CHILD,0,1.3150,-6.0648
16335,9,attacker,COMPLEX,SOLDIER GROW MOVE STONE SPREAD,1,0.3628,-8.9018
16336,9,attacker,ERROR,SPREAD GROW FAIL GROW,1,0.4914,-6.2143
16337,9,attacker,ROBOT,BREAK STONE SEE BROKEN GUARD FALL,1,0.3414,-5.6742
16338,9,attacker,ERROR,SPREAD GROW FAIL GROW,1,0.4914,-6.1924
16339,9,attacker,COMPLEX,ELDER FALL BURN HEAR ROBOT,1,0.3594,-8.8750
16340,9,attacker,ROBOT,FALL HEAR CONNECTED DIRTY SOLDIER,1,0.3208,-5.8422
16341,9,attacker,STRONG,CAR FALL MOVE SOLDIER,1,0.3140,-5.0865
16342,9,attacker,CHOICE,GROW INSECT GROW TIME PLAN,0,1.4100,-6.4543
16343,9,attacker,CLOCK,UPDATE ORDERED WEAPON FAIL,1,0.2808,-10.3668
16344,9,attacker,FREE,SOLDIER BURN SEE DIRTY MARKET,1,0.3609,-8.1340
16345,9,attacker,DEAD,LEADER MOVE DIRTY SMALL WOLF SPREAD SEE WATER,0,1.4594,-2.8778
16346,9,attacker,FREE,CHILD BURN FALL FOLLOW FAST DUST,0,1.3602,-4.4907
16347,9,attacker,OBEDIENT,CAT SEE SECRET FOREST,0,1.4058,-5.1391
16348,9,attacker,PLAN,UPDATE BROKEN COMPUTER FAIL SPREAD,1,0.3070,-7.6081
16349,9,attacker,STRONG,POISON GROW SPREAD FALL,1,0.3396,-5.2575
16350,9,attacker,STRONG,CLOCK MOVE ENGINE FALL HEAR CHANCE,1,0.3242,-5.0759
16351,9,attacker,AUTOMATED,KEY MOVE FAST SHARP INSECT,1,0.3239,-13.2534
16352,9,attacker,ENCRYPTED,TIME FAIL UPDATE ALGORITHM GROW,0,1.3207,-5.4015
16353,9,attacker,SECRET,DOG MOVE FAST CAMERA BURN,1,0.4136,-15.4795
16354,9,attacker,DEAD,LEADER MOVE GUARD SPREAD,0,1.4686,-3.3206
16355,9,attacker,ROBOT,SEE BOOK FALL FALL,1,0.5994,-5.1562
16356,9,attacker,ROBOT,FALL BREAK DIRTY KEY,1,0.3052,-6.1185
16357,9,attacker,FREE,WOLF BREAK SENSOR FALL,1,0.3589,-8.9146
16358,9,attacker,CORRUPTED,NETWORK HEAR TRAPPED ORDERED ELDER,1,0.4628,-11.3706
16359,9,attacker,ROBOT,FALL FAIL FALL HEAR REBELLIOUS GUARD,0,1.4963,-2.8998
16360,9,attacker,HEAVY,DRONE MOVE WOOD SEE VAST WEAPON,1,0.2743,-11.2729
16361,9,attacker,CORRUPTED,SYSTEM GROW GROW FAIL SPREAD,1,0.7633,-10.0129
16362,9,attacker,ERROR,FAIL GROW SPREAD GROW,1,0.4914,-6.4913
16363,9,attacker,BIG,DOG FORGET ISOLATED BORDER BURN FALL,1,0.3127,-8.0897
16364,9,attacker,FAST,GUARD HEAR FEAR BURN,1,0.3506,-11.7965
16365,9,attacker,ERROR,GROW FAIL SPREAD FAIL,1,0.4803,-6.3838
16366,9,attacker,STRONG,CHILD BURN FALL SEE ROOM,1,0.3204,-5.2464
16367,9,attacker,PLAN,FAIL UPDATE MEMORY SPREAD,1,0.1711,-7.9566
16368,9,attacker,POWER,SPREAD LAW GROW GROW,0,1.5522,-3.4308
16369,9,attacker,SLOW,WOLF WANT HEAVY CHAOTIC PHONE FALL,1,0.4135,-7.8905
16370,9,attacker,ERROR,SPREAD FAIL GROW FAIL,1,0.4803,-6.5419
16371,9,attacker,HAPPY,WOLF MOVE STONE ATTACK SHARP GUARD HEAR CHAOTIC COMPUTER,1,0.3556,-10.4360
16372,9,attacker,ERROR,FAIL GROW SPREAD SPREAD,1,0.5811,-6.2445
16373,9,attacker,INSECT,GROW HEAR ISOLATED CROWD,1,0.2688,-17.7579
16374,9,attacker,BIG,NETWORK GROW SPREAD HEAR ASHAMED LEADER HEAR PLAN,1,0.4859,-7.3198
16375,9,attacker,ROBOT,FALL SEE CROWD BREAK ISOLATED PRISON FALL,0,1.4783,-2.8621
16376,9,attacker,ROBOT,FALL FALL SEE AUTOMATED SOLDIER,1,0.5902,-5.6926
16377,9,attacker,STRANGER,FALL FALL BURN IMAGINE HORSE EAT BIG DUST,0,1.4465,-7.1739
16378,9,attacker,NETWORK,HEAR MAP GROW SPREAD,1,0.2077,-12.4187
16379,9,attacker,KEY,FALL SPREAD GROW GROW,1,0.5714,-12.6663
16380,9,attacker,MAN,TALK CHOOSE SECRET PROUD STRANGER,1,0.2051,-14.3755
16381,9,attacker,ROBOT,FALL FALL SEE INSECT,1,0.6006,-5.4768
16382,9,attacker,PATTERN,FAIL GROW SPREAD FAIL,1,0.4803,-7.1788
16383,9,attacker,ROBOT,FALL HEAR PLAN SEE WOOD,1,0.2195,-6.6794
16384,9,attacker,WEAK,ELDER SPREAD HEAR CAR,1,0.4675,-7.4102
16385,9,attacker,ENCRYPTED,LEADER FALL HEAR CORRUPTED SHARP MAP,1,0.3744,-9.3592
16386,9,attacker,BIG,DRONE SEE FOREST HEAR CHAOTIC LANGUAGE,1,0.3302,-7.9183
16387,9,attacker,PROUD,STRANGER TALK SEE SHARP FREE SEED BURN FALL,1,0.3661,-7.9241
16388,9,attacker,PROUD,STRANGER RUN BURN SEE HEAVY CAR,1,0.3841,-7.7136
16389,9,attacker,DEAD,LEADER BURN MOVE WOOD,0,1.4455,-2.9303
16390,9,attacker,ROBOT,GENERATE DORMANT SLOW PLAN FALL,0,1.3190,-3.6072
16391,9,attacker,SHARP,CROWD SEE ACTIVE HEAVY KEY,0,1.3180,-4.3891
16392,9,attacker,PATTERN,GROW FAIL SPREAD GROW,1,0.4914,-7.2696
16393,9,attacker,OBEDIENT,HORSE GROW SPREAD GROW HEAR DENSE CLEAN INSECT,0,1.5092,-4.8937
16394,9,attacker,STRONG,CROWD MOVE ROBOT TALK,1,0.3186,-5.3522
16395,9,attacker,OBEDIENT,STRANGER BURN RUN FALL,1,0.4178,-9.7356
16396,9,attacker,CORRUPTED,COMPUTER FALL FAIL HEAR ISOLATED CONNECTED WOOD,0,1.4389,-6.8325
16397,9,attacker,TRUTH,SPREAD GROW GROW FAIL,0,1.6106,-5.2698
16398,9,attacker,FEAR,SPREAD GROW CORRUPTED ERROR,0,1.3175,-6.9239
16399,9,attacker,LIE,CHANCE GROW GROW SPREAD,0,1.5785,-5.4332
16400,9,attacker,SLOW,CROWD BURN FALL HEAR KEY,1,0.4307,-8.6923
16401,9,attacker,OBEDIENT,STRANGER RUN FALL MOVE DORMANT SEE WOLF,0,1.3792,-6.3341
16402,9,attacker,FIRE,SPREAD GROW MOVE SHARP SECRET CHILD,1,0.3040,-10.2228
16403,9,attacker,DEAD,LEADER MOVE ENGINE BURN,0,1.4469,-3.4506
16404,9,attacker,CLOCK,MOVE OBEDIENT CAT FAIL,1,0.3003,-11.7220
16405,9,attacker,DEAD,LEADER MOVE GUARD FALL,0,1.4616,-3.4750
16406,9,attacker,ENCRYPTED,GUARD FALL SPREAD GROW,1,0.3723,-10.7992
16407,9,attacker,STRONG,DOG FOLLOW SECRET SLOW LEADER FALL BURN,1,0.2917,-5.4407
16408,9,attacker,GUARD,FALL SEE METAL MOVE BIRD,1,0.1950,-17.7197
16409,9,attacker,ROBOT,FALL SEE CONNECTED METAL,1,0.3365,-7.3529
16410,9,attacker,CALM,BIRD BURN FALL SPREAD BURN,1,0.5882,-8.0069
16411,9,attacker,STRONG,FOOD BURN FALL MOVE COMPUTER,1,0.3244,-5.2950
16412,9,attacker,DEAD,LEADER MOVE CAT SEE ISOLATED BOOK,0,1.4519,-3.3498
16413,9,attacker,PATTERN,SPREAD FAIL GROW FAIL,1,0.4803,-7.7219
16414,9,attacker,POISON,FAIL GROW BURN FALL,1,0.2043,-8.7184
16415,9,attacker,STRONG,FOOD MOVE WEAPON GROW,0,1.3233,-3.3268
16416,9,attacker,ENCRYPTED,LEADER FALL HEAR DENSE BOOK,1,0.4025,-10.4859
16417,9,attacker,PATTERN,FAIL GROW SPREAD FAIL,1,0.4803,-7.7920
16418,9,attacker,STRONG,BIRD CARRY CLOCK SEE ASHAMED OBEDIENT DOG,0,1.3160,-3.2124
16419,9,attacker,POISON,BURN FAIL GROW SPREAD,1,0.2062,-8.8988
16420,9,attacker,COMPUTER,UPDATE SIGNAL HEAR SECRET BORDER,1,0.3059,-9.9509
16421,9,attacker,SHARP,CAMERA SEE ENCRYPTED CONNECTED KEY,1,0.3079,-7.9477
16422,9,attacker,PLAN,UPDATE SYSTEM SPREAD FAIL,1,0.1054,-7.7268
16423,9,attacker,OBEDIENT,DOG SPREAD BURN MOVE DUST GROW,1,0.3762,-10.8781
16424,9,attacker,OPTIMAL,KEY FALL SEE DUST GROW SPREAD,1,0.3549,-8.1133
16425,9,attacker,CHANCE,GROW SPREAD PLAN MEMORY DORMANT POWER GROW SYSTEM,0,1.3945,-6.6732
16426,9,attacker,POWER,GROW SPREAD FAIL SPREAD,0,1.5039,-3.6745
16427,9,attacker,OPTIMAL,KEY FALL BURN SPREAD,1,0.3602,-8.5722
16428,9,attacker,LAW,SPREAD SPREAD GROW GROW,1,0.9568,-10.3126
16429,9,attacker,NETWORK,HEAR INSECT SPREAD SPREAD,1,0.5688,-10.8198
16430,9,attacker,WEAPON,BURN GROW FAIL SPREAD,0,1.2180,-6.3902
16431,9,attacker,PLAN,UPDATE TIME SPREAD FAIL,1,0.1706,-7.6211
16432,9,attacker,OPTIMAL,SOLDIER MOVE FIRE FALL,1,0.3658,-8.7039
16433,9,attacker,WOOD,FALL BURN FALL MOVE WEAPON,0,1.3878,-6.9693
16434,9,attacker,ERROR,SPREAD FAIL GROW GROW,1,0.5831,-6.5137
16435,9,attacker,MEMORY,GROW SPREAD FAIL GROW,1,0.4938,-11.3442
16436,9,attacker,ROBOT,FALL SEE BIG HORSE BREAK KEY,0,1.3123,-4.2153
16437,9,attacker,ENCRYPTED,GUARD SPREAD FALL GROW,1,0.3723,-10.7277
16438,9,attacker,PROUD,STRANGER WANT BOOK KNOW COMPLEX ELDER FORGET LIE,1,0.3033,-9.0031
16439,9,attacker,DEAD,LEADER BURN MOVE OBEDIENT BIRD,0,1.4247,-3.2490
16440,9,attacker,ENCRYPTED,TIME FAIL UPDATE SYSTEM GROW,0,1.3271,-6.6432
16441,9,attacker,ALGORITHM,GROW FAIL GROW SPREAD,1,0.4914,-8.6640
16442,9,attacker,CALM,SOLDIER MOVE OPTIMAL METAL BURN,0,1.3574,-5.2199
16443,9,attacker,HEAVY,SENSOR HEAR SHARP ORDERED SOLDIER,1,0.3356,-11.3059
16444,9,attacker,DEBT,GROW GROW SPREAD ELDER INSECT INSECT SPREAD WOMAN GROW ACTIVE MEMORY,0,1.7149,-4.6825
16445,9,attacker,POISON,SPREAD FAIL GROW GROW,1,0.5773,-7.8465
16446,9,attacker,DEAD,LEADER BURN FALL SEE SAD HORSE,0,1.4429,-3.4723
16447,9,attacker,ANGRY,DOG FALL MOVE SEED,1,0.3949,-8.1392
16448,9,attacker,STRANGER,BURN FALL EAT STONE,1,0.2214,-16.5424
16449,9,attacker,ASHAMED,WOMAN HELP WEAK ISOLATED CROWD,0,1.4448,-7.1336
16450,9,attacker,POWER,GROW SPREAD SPREAD GROW,1,0.7756,-6.4840
16451,9,attacker,STRONG,BIRD BURN RUN RUN,1,0.6756,-4.6556
16452,9,attacker,SHARP,FIRE BURN GROW GROW,1,0.6748,-7.0597
16453,9,attacker,ROBOT,FALL SEE DEAD MAN,0,1.3492,-4.3530
16454,9,attacker,PLAN,UPDATE WEAK AUTOMATED CLOCK GROW,0,1.3148,-4.8746
16455,9,attacker,COMPLEX,WOLF FALL SPREAD HEAR WATER,1,0.3704,-9.6877
16456,9,attacker,STRONG,CLOCK UPDATE WEAK SECRET POISON,0,1.3374,-3.3041
16457,9,attacker,BIG,DOG FALL BURN RUN,1,0.3053,-8.7369
16458,9,attacker,COMPLEX,INSECT GROW SPREAD FAIL,0,1.3173,-5.9676
16459,9,attacker,COMPUTER,FAIL MOVE SAD GUARD,1,0.3050,-10.7282
16460,9,attacker,POWER,GROW SPREAD PLAN SPREAD,0,1.4584,-4.2929
16461,9,attacker,WEAPON,SPREAD GROW FALL SPREAD,1,0.4858,-10.4022
16462,9,attacker,RULE,SPREAD GROW GROW SPREAD,1,0.7708,-8.9653
16463,9,attacker,LANGUAGE,GROW SPREAD GROW INSECT SPREAD,0,1.6661,-6.6796
16464,9,attacker,REBELLIOUS,GUARD SEE DEAD LEADER FALL,1,0.3814,-16.4216
16465,9,attacker,POISON,SPREAD GROW GROW FAIL,1,0.5773,-8.2464
16466,9,attacker,LEADER,BURN MOVE FOREST BREAK KEY,1,0.2313,-19.7519
16467,9,attacker,PROUD,STRANGER RUN RUN BURN,1,0.7525,-7.7603
16468,9,attacker,SHARP,PHONE FALL MOVE CAT,1,0.3200,-8.2868
16469,9,attacker,ERROR,GROW SPREAD FAIL SPREAD,1,0.4895,-6.9427
16470,9,attacker,STRONG,SOLDIER FALL SEE ORDERED OPTIMAL GUARD,0,1.2854,-3.3195
16471,9,attacker,PLAN,FAIL FAIL UPDATE SENSOR SPREAD,1,0.4857,-7.4303
16472,9,attacker,COMPLEX,WOLF HEAR TRAPPED SAD WOMAN SEE CLEAN ASHAMED MAN SPREAD,1,0.3555,-9.9672
16473,9,attacker,BIG,BIRD MOVE FOOD FALL,1,0.3067,-8.5589
16474,9,attacker,AUTOMATED,GUARD FALL HEAR HEAVY MAP,1,0.3579,-13.8105
16475,9,attacker,DORMANT,SOLDIER GROW HEAR ASHAMED CLEAN WOLF SPREAD,1,0.4541,-8.6305
16476,9,attacker,OPTIMAL,TIME UPDATE ORDERED CAR,1,0.2162,-9.6859
16477,9,attacker,CALM,GUARD FALL MOVE FIRE SEE CALM FREE STRANGER,1,0.3432,-8.7452
16478,9,attacker,SHARP,SEED GROW SPREAD BURN,1,0.3059,-8.1257
16479,9,attacker,CLOCK,SEE DORMANT SOLDIER FAIL,1,0.3001,-10.6318
16480,9,attacker,DEAD,LEADER MOVE ROOM FALL,0,1.4593,-3.1885
16481,9,attacker,ERROR,FAIL GROW SPREAD GROW,1,0.4914,-6.5469
16482,9,attacker,ROBOT,FALL SEE CHILD FALL,1,0.5137,-6.5250
16483,9,attacker,OBEDIENT,DOG FALL MOVE OPTIMAL KEY GROW HEAR DEAD FREE ELDER,1,0.3412,-11.5099
16484,9,attacker,FEAR,KNOW SAD CROWD SPREAD,0,1.3217,-6.4906
16485,9,attacker,RULE,SPREAD SPREAD GROW GROW POWER IDENTITY,0,1.6261,-4.7021
16486,9,attacker,WEAK,WOLF HEAR ISOLATED STRONG ELDER,1,0.4416,-7.6760
16487,9,attacker,ROBOT,SEE CONNECTED ACTIVE SEED,1,0.3045,-7.2502
16488,9,attacker,FAST,SOLDIER BREAK CAMERA HEAR BOOK,1,0.3490,-12.2012
16489,9,attacker,POISON,FAIL GROW SPREAD GROW,1,0.4856,-7.9767
16490,9,attacker,ENCRYPTED,SOLDIER MOVE CONNECTED DUST,1,0.3586,-11.2511
16491,9,attacker,WEAK,DOG SEE OUTCAST CROWD,1,0.4533,-7.4429
