episode,source,prefix,completion,valid,attacker_reward,defender_reward,loss,baseline
9208,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3177
9209,random,ORDERED TIME,SPREAD,1,0.3036,-0.3036,0.0001,-0.3170
9210,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3181
9211,random,AUTOMATED KEY GENERATE ISOLATED COMPLEX BORDER,SPREAD,1,0.2832,-0.2832,0.0002,-0.3164
9212,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3175
9213,random,LIE,SPREAD,1,0.2129,-0.2129,0.0002,-0.3122
9214,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3135
9215,random,METAL BURN,BURN,1,0.1009,-0.1009,0.0030,-0.3029
9216,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3047
9217,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3063
9218,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3079
9219,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3095
9220,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3109
9221,random,POWER GROW,SPREAD,1,0.2125,-0.2125,0.0004,-0.3060
9222,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3076
9223,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3091
9224,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3106
9225,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3120
9226,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3133
9227,random,ACTIVE,INSECT SPREAD,1,0.3454,-0.3454,-0.0029,-0.3149
9228,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3161
9229,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3172
9230,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3182
9231,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3192
9232,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3202
9233,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3211
9234,random,ELDER FOLLOW BORDER BETRAY,HORSE BURN,1,0.2215,-0.2215,0.1441,-0.3161
9235,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3172
9236,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3183
9237,random,PATTERN GROW,SPREAD,1,0.2302,-0.2302,0.0003,-0.3139
9238,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3151
9239,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3162
9240,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3173
9241,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3184
9242,random,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3194
9243,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3203
9244,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3212
9245,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3221
9246,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3229
9247,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3237
9248,random,SLOW PHONE FALL,HEAR PLAN,0,1.3198,-1.3198,-1.6550,-0.3735
9249,random,RULE,SPREAD,1,0.2027,-0.2027,0.0003,-0.3649
9250,random,KEY FALL,SPREAD,1,0.2377,-0.2377,0.0007,-0.3586
9251,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3576
9252,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3566
9253,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3557
9254,random,WEAK CLOCK FAIL FAIL,FAIL,1,0.2014,-0.2014,0.0076,-0.3480
9255,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3475
9256,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3470
9257,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3466
9258,random,LANGUAGE,SPREAD,1,0.2033,-0.2033,0.0002,-0.3394
9259,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0000,-0.3394
9260,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0000,-0.3393
9261,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0000,-0.3393
9262,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0000,-0.3392
9263,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0000,-0.3392
9264,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0000,-0.3391
9265,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0000,-0.3391
9266,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0000,-0.3390
9267,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0000,-0.3390
9268,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0000,-0.3390
9269,random,DORMANT WOLF BURN BURN HEAR,PLAN BURN,1,0.2645,-0.2645,0.0075,-0.3352
9270,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0000,-0.3354
9271,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0000,-0.3355
9272,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0000,-0.3357
9273,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0000,-0.3358
9274,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0000,-0.3359
9275,random,BROKEN,WOLF BURN,0,1.4381,-1.4381,-6.3310,-0.3910
9276,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0004,-0.3884
9277,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0004,-0.3859
9278,random,ENGINE SEE,CAT,1,0.2159,-0.2159,0.4803,-0.3774
9279,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0003,-0.3754
9280,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0003,-0.3736
9281,random,HAPPY GUARD MOVE SIMPLE ENCRYPTED,KEY BURN,1,0.2836,-0.2836,0.0757,-0.3691
9282,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0002,-0.3675
9283,random,BOOK FALL,SPREAD,1,0.2312,-0.2312,0.0044,-0.3607
9284,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0002,-0.3596
9285,random,FAST,INSECT SPREAD,1,0.3454,-0.3454,0.0014,-0.3589
9286,random,CAT HEAR CONNECTED,BIRD BURN,1,0.2055,-0.2055,0.2767,-0.3512
9287,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3506
9288,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3500
9289,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3494
9290,random,SYSTEM,SPREAD,1,0.2105,-0.2105,0.0003,-0.3424
9291,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0000,-0.3422
9292,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0000,-0.3420
9293,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0000,-0.3418
9294,random,BORDER GROW SPREAD SPREAD,SPREAD,1,0.1514,-0.1514,0.0020,-0.3323
9295,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0000,-0.3326
9296,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0000,-0.3329
9297,random,CLEAN SEED,BURN,1,0.3123,-0.3123,0.0002,-0.3319
9298,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0000,-0.3322
9299,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0000,-0.3325
9300,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0000,-0.3328
9301,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0000,-0.3331
9302,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0000,-0.3333
9303,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0000,-0.3336
9304,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0000,-0.3338
9305,random,MEMORY,SPREAD,1,0.2046,-0.2046,0.0004,-0.3273
9306,random,GUARD SEE PROUD WEAK,BIRD BURN,0,1.2775,-1.2775,-1.8876,-0.3749
9307,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0002,-0.3730
9308,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0002,-0.3713
9309,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0002,-0.3696
9310,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0002,-0.3681
9311,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0002,-0.3666
9312,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0002,-0.3652
9313,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0002,-0.3638
9314,random,SLOW SOLDIER RUN BURN SEE TRAPPED,SOLDIER BURN,1,0.1634,-0.1634,0.4663,-0.3538
9315,random,ELDER WARN ISOLATED CLEAN MAN FOLLOW,PLAN BURN,1,0.3262,-0.3262,0.0043,-0.3524
9316,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3517
9317,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3510
9318,random,CROWD MOVE,BIRD BURN,1,0.1363,-0.1363,0.2877,-0.3403
9319,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0000,-0.3402
9320,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0000,-0.3401
9321,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0000,-0.3400
9322,random,POWER SPREAD SPREAD GROW,SPREAD,1,0.1529,-0.1529,0.0007,-0.3307
9323,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0000,-0.3310
9324,random,FREE CAT,BURN,1,0.3353,-0.3353,-0.0001,-0.3313
9325,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0000,-0.3316
9326,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0000,-0.3319
9327,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0000,-0.3323
9328,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0000,-0.3326
9329,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0000,-0.3328
9330,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0000,-0.3331
9331,random,OPTIMAL,KEY SPREAD,1,0.3450,-0.3450,-0.0201,-0.3337
9332,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0000,-0.3339
9333,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0000,-0.3342
9334,random,OPTIMAL,KEY SPREAD,1,0.3450,-0.3450,-0.0238,-0.3347
9335,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0000,-0.3349
9336,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0000,-0.3350
9337,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0000,-0.3352
9338,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0000,-0.3354
9339,random,CAR MOVE CHILD FAIL MOVE SOLDIER,FAIL,1,0.2080,-0.2080,0.1238,-0.3290
9340,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0000,-0.3295
9341,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0000,-0.3299
9342,random,ERROR FAIL FAIL SPREAD GROW,SPREAD,1,0.1789,-0.1789,0.0007,-0.3223
9343,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3231
9344,random,OPTIMAL,TIME SPREAD,1,0.3374,-0.3374,-0.0210,-0.3239
9345,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3246
9346,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3253
9347,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3259
9348,random,CLOCK,FAIL,1,0.2329,-0.2329,0.0020,-0.3213
9349,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3221
9350,random,SHARP,INSECT BURN,1,0.3127,-0.3127,0.0020,-0.3216
9351,random,ORDERED,MEMORY SPREAD,1,0.3034,-0.3034,0.0504,-0.3207
9352,random,ENCRYPTED GUARD UPDATE SIMPLE ERROR SPREAD,BURN,1,0.3491,-0.3491,-0.0068,-0.3221
9353,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3230
9354,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3237
9355,random,COMPUTER UPDATE,SIGNAL FAIL,1,0.1759,-0.1759,0.1974,-0.3163
9356,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3174
9357,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3185
9358,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3195
9359,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3204
9360,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3213
9361,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3221
9362,random,NETWORK HEAR DRONE,SPREAD,1,0.2135,-0.2135,0.0005,-0.3167
9363,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3178
9364,random,NETWORK GROW,SPREAD,1,0.2101,-0.2101,0.0004,-0.3124
9365,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3137
9366,random,PROUD STRANGER KNOW,SOLDIER BURN,1,0.2142,-0.2142,0.5604,-0.3087
9367,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3102
9368,random,FEAR,SPREAD,1,0.2077,-0.2077,0.0003,-0.3051
9369,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3067
9370,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3083
9371,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3098
9372,random,BORDER SPREAD,SPREAD,1,0.1003,-0.1003,0.0012,-0.2993
9373,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3013
9374,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3031
9375,random,WEAK CAT HEAR,PLAN BURN,1,0.3154,-0.3154,-0.0015,-0.3037
9376,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3055
9377,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3071
9378,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3087
9379,random,SLOW CROWD FALL MOVE CORRUPTED SMALL,ROBOT BURN,0,1.3201,-1.3201,-3.5243,-0.3592
9380,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3582
9381,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3572
9382,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3562
9383,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3554
9384,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3545
9385,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3537
9386,random,OPTIMAL,MEMORY SPREAD,1,0.3318,-0.3318,0.0236,-0.3526
9387,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3519
9388,random,POISON SPREAD,SPREAD,1,0.1058,-0.1058,0.0023,-0.3396
9389,random,CAT FALL BURN,BURN,1,0.1365,-0.1365,0.0029,-0.3294
9390,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0000,-0.3299
9391,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0000,-0.3303
9392,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0000,-0.3307
9393,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0000,-0.3311
9394,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0000,-0.3314
9395,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0000,-0.3318
9396,random,FREE,INSECT SPREAD,1,0.3586,-0.3586,-0.0275,-0.3331
9397,random,FOOD BURN FALL FALL BURN,BURN,1,0.1348,-0.1348,0.0036,-0.3232
9398,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3239
9399,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3247
9400,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3253
9401,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3260
9402,random,BIG,INSECT BURN,1,0.3074,-0.3074,0.0196,-0.3251
9403,random,IDENTITY GROW,SPREAD,1,0.2104,-0.2104,0.0005,-0.3193
9404,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3203
9405,random,CORRUPTED SYSTEM FAIL,SPREAD,1,0.2978,-0.2978,0.0001,-0.3192
9406,random,CHANCE GROW SPREAD SPREAD GROW GROW,SPREAD,1,0.1627,-0.1627,0.0004,-0.3113
9407,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3127
9408,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3140
9409,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3152
9410,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3163
9411,random,CAMERA UPDATE POISON,FAIL,1,0.1898,-0.1898,0.0043,-0.3100
9412,random,CHOICE,SPREAD,1,0.2266,-0.2266,0.0002,-0.3058
9413,random,CAMERA FALL GENERATE,PLAN FAIL,0,1.1989,-1.1989,-1.5029,-0.3505
9414,random,AUTOMATED SOLDIER,BURN,1,0.3348,-0.3348,0.0004,-0.3497
9415,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3491
9416,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3486
9417,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3481
9418,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3476
9419,random,CAR FAIL FAIL FAIL FALL MOVE,BIRD FAIL,1,0.1660,-0.1660,0.3108,-0.3385
9420,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0000,-0.3385
9421,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0000,-0.3385
9422,random,CHANCE GROW GROW GROW,SPREAD,1,0.2360,-0.2360,0.0005,-0.3334
9423,random,LAW GROW SPREAD SPREAD GROW GROW,SPREAD,1,0.1563,-0.1563,0.0005,-0.3245
9424,random,CLEAN,INSECT SPREAD,1,0.3127,-0.3127,0.0009,-0.3239
9425,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3246
9426,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3253
9427,random,IDENTITY,SPREAD,1,0.2161,-0.2161,0.0003,-0.3199
9428,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3208
9429,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3217
9430,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3225
9431,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3233
9432,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3240
9433,random,PROUD,METAL BURN,0,1.4000,-1.4000,-5.3359,-0.3778
9434,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0003,-0.3758
9435,random,AUTOMATED,PLAN SPREAD,0,1.3243,-1.3243,-2.7186,-0.4233
9436,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0007,-0.4190
9437,random,HORSE CARRY OPTIMAL,MEMORY BURN,0,1.2903,-1.2903,-1.7122,-0.4626
9438,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0010,-0.4564
9439,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0009,-0.4505
9440,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0009,-0.4449
9441,random,FOOD FALL FALL FALL BURN,BURN,1,0.1357,-0.1357,0.0042,-0.4294
9442,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0007,-0.4248
9443,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0006,-0.4205
9444,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0006,-0.4164
9445,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0005,-0.4125
9446,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0005,-0.4088
9447,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0004,-0.4053
9448,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0004,-0.4019
9449,random,INSECT SPREAD SPREAD,SPREAD,1,0.1016,-0.1016,0.0018,-0.3869
9450,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0003,-0.3845
9451,random,SYSTEM FAIL FAIL,SPREAD,1,0.1893,-0.1893,0.0012,-0.3747
9452,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0002,-0.3729
9453,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0002,-0.3712
9454,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0002,-0.3695
9455,attacker,DIRTY,INSECT BURN,0,1.4327,-1.4327,-0.3511,-0.4227
9456,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0004,-0.4185
9457,random,ENCRYPTED CAR ENCODE,SIGNAL FAIL,1,0.2760,-0.2760,0.1346,-0.4113
9458,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0004,-0.4077
9459,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0004,-0.4042
9460,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0004,-0.4009
9461,random,MAN WANT ELDER CARRY WEAK TRAPPED,GUARD BURN,1,0.1901,-0.1901,0.2021,-0.3904
9462,random,DENSE CAR,FALL,1,0.3055,-0.3055,0.0122,-0.3861
9463,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0003,-0.3837
9464,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0003,-0.3815
9465,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0002,-0.3793
9466,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0002,-0.3773
9467,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0002,-0.3753
9468,random,SLOW CROWD BURN BURN HEAR CAT,BURN,1,0.2573,-0.2573,0.0007,-0.3694
9469,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0002,-0.3678
9470,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0002,-0.3664
9471,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0002,-0.3650
9472,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0002,-0.3636
9473,random,PATTERN GROW,SPREAD,1,0.2302,-0.2302,0.0006,-0.3570
9474,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3560
9475,random,CAMERA MOVE OBEDIENT OUTCAST LEADER FAIL,FAIL,1,0.2820,-0.2820,0.0059,-0.3523
9476,random,HEAVY WEAPON,BURN,1,0.3020,-0.3020,0.0004,-0.3498
9477,random,FREE CHILD,BURN,1,0.3394,-0.3394,0.0003,-0.3493
9478,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3487
9479,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3482
9480,random,ORDERED,CHANCE SPREAD,1,0.3066,-0.3066,0.0919,-0.3461
9481,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0000,-0.3457
9482,random,PLAN UPDATE,POISON SPREAD,1,0.1876,-0.1876,0.6617,-0.3378
9483,random,TRUSTED PLAN GROW GROW GROW,SPREAD,1,0.3196,-0.3196,0.0001,-0.3369
9484,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0000,-0.3370
9485,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0000,-0.3371
9486,random,PROUD STRANGER HELP BIRD,BURN,1,0.3461,-0.3461,-0.0000,-0.3375
9487,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0000,-0.3375
9488,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0000,-0.3376
9489,random,IDENTITY GROW SPREAD GROW SPREAD SPREAD,SPREAD,1,0.1532,-0.1532,0.0018,-0.3284
9490,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3289
9491,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3293
9492,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3298
9493,random,CHOICE SPREAD SPREAD SPREAD GROW,SPREAD,1,0.1527,-0.1527,0.0009,-0.3209
